,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
559,"SOLD OUT: Brand New : House For Sale In Gongabu, Kathmandu","Dhaneshwor Temple, Gongabu, Kathmandu","NPR. 2,60,00,000 Total price",4,3,2.5,0,BN6131,North,2076,2.2K,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Water Well', 'Electricity Backup', 'Parking']"
560,"SOLD OUT : House For Sale In Guleriya, Bardiya","Bardiya, Guleriya, Bardiya","NPR. 36,50,000 Total price",4,1,N/A,0,BN6128,North,2074,1.6K,1 Kattha,14 Feet / Soil Stabilized,N/A Kattha,3 years ago,[]
561,"Gorgeous Bungalow : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu","NPR. 6,80,00,000",5,5,3,4,BN6125,East,2076,2.8K,12 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Air Condition', 'Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']"
562,"Surya Danda Home : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 2,55,00,000",5,6,3,1,BN6123,East,2076,1.2K,3.5 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,['Garage']
563,"Modern Bungalow With Limitless View : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 6,50,00,000",6,6,3,3,BN6122,West,2076,766,8 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Parking', 'Water Supply', 'Drainage', 'Balcony', 'Air Condition', 'Store Room']"
564,"Sundarbasti Beautiful Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu","NPR. 2,15,00,000",6,5,3,1,BN6121,North East,2076,990,3.5 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,"['Garage', 'Drainage', 'Solar Water']"
565,"Bungalow For Sale : House For Sale In Pasikot, Kathmandu","Na, Pasikot, Kathmandu","NPR. 8,00,00,000",4,4,3,4,BN6120,East,2072,1.2K,21 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Air Condition', 'Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Store Room']"
566,"Sundarbasti Bhangal Small Home : House For Sale In Bhangal, Kathmandu","Man, Bhangal, Kathmandu","NPR. 1,99,00,000",6,5,3,1,BN6117,South West,2076,1.2K,3.1 Aana,12 Feet / Paved,N/A Aana,3 years ago,"['Garage', 'Balcony']"
567,"Small Family Home Bhngal Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu","NPR. 1,82,00,000",6,0,3,5,BN6116,West,2076,1.4K,3 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,['Garage']
568,"Dhapasi Big Bungalow : House For Sale In Dhapasi, Kathmandu","Man, Dhapasi, Kathmandu","NPR. 7,20,00,000",5,5,3,0,BN6115,South West,2070,1.6K,17 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,[]
569,"5 Bhk Bungalow Budhanilkantha Chapali : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 5,75,00,000",6,5,3,6,BN6114,North West,2075,813,12 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
570,"Baluwatar Family Bungalow : House For Sale In Baluwatar, Kathmandu","NA, Baluwatar, Kathmandu","NPR. 6,00,00,000",5,5,3,0,BN6113,North East,2076,880,6 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Parking', 'Water Supply', 'Solar Water', 'Water Tank', 'Modular Kitchen', 'Garden', 'Balcony', 'Air Condition']"
571,"Dhapasi Sweet Bungalow : House For Sale In Dhapasi, Kathmandu","NA, Dhapasi, Kathmandu","NPR. 6,60,00,000",5,5,3,4,BN6112,South East,2071,1.2K,14 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Air Condition', 'Lawn', 'Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room', 'Security Staff']"
572,"Family Home Ekatabasti : House For Sale In Ekatabasti, Kathmandu","NA, Ekatabasti, Kathmandu","NPR. 2,99,00,000",7,5,3,1,BN6111,South West,2076,832,4 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Garage', 'TV Cable', 'Solar Water', 'Drainage', 'Water Supply', 'Water Well', 'Internet']"
573,"Jyotinagar Family Home : House For Sale In Ekatabasti, Kathmandu","Man, Ekatabasti, Kathmandu","NPR. 2,99,00,000 Onwards",7,7,3,1,BN6110,South East,2076,924,4 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Water Well', 'Internet', 'Store Room', 'Water Tank', 'Solar Water', 'Drainage', 'Wifi', 'Water Supply', 'TV Cable']"
574,"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 3,35,00,000",4,4,3,1,BN6109,North East,2072,931,5 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Air Condition', 'Balcony', 'TV Cable', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
575,"New Modern : House For Sale In Hattiban, Lalitpur","I.J pioneer school, Hattiban, Lalitpur","NPR. 3,75,00,000 Total price",5,4,N/A,1,BN6108,East,2075,20.5K,0-4-3-0 Aana,16 Feet / Gravelled,1138 Aana,3 years ago,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']"
576,"House For Sale At Civil Homes : House For Sale In Balkhu, Kathmandu","Tinthana, Balkhu, Kathmandu","NPR. 2,30,00,000 Total price",3,2,3,3,BN6104,East,N/A,2.5K,0-4-5-0 Aana,20 Feet,4 Aana,3 years ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
577,"Bungalow With Limitless View : House For Sale In Dhapasi, Kathmandu","NA, Dhapasi, Kathmandu","NPR. 6,50,00,000",5,5,N/A,3,BN6103,South,2076,548,8 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Security Staff', 'Maintenance']"
578,"Sanobharyang Family Home : House For Sale In Swayambhu, Kathmandu","Na, Swayambhu, Kathmandu","NPR. 2,06,00,000 Onwards",5,3,3,1,BN6102,North East,2076,2K,3.1 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Garage', 'Water Supply', 'Drainage']"
579,"House For Sale : House For Sale In Kageshwari-Manohara, Kathmandu","Khahare-Gothatar near mahantar chowk, Kageshwari-Manohara, Kathmandu","NPR. 2,60,00,000 Onwards",5,3,3,1,BN6101,West,2015,995,4 Aana,26 Feet / Blacktopped,4 Aana,3 years ago,"['Wifi', 'Water Tank', 'Water Supply', 'Balcony', 'Water Well', 'TV Cable']"
580,"Siddarthcolony 7 Ana Home : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu","NPR. 4,50,00,000",4,5,3,3,BN6099,South East,2075,849,7 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Drainage', 'Water Supply', 'Solar Water', 'TV Cable']"
581,"Luxury Bungalow At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu","NPR. 40,00,00,000",6,6,3,20,BN6098,East,2073,5.3K,4.9.0.0 Aana,20 Feet / Blacktopped,N/A Aana,3 years ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']"
582,"Newly Built House For Sale At Guheshwori : House For Sale In Guheshwori, Kathmandu","Nayabasti, planing, Guheshwori, Kathmandu","NPR. 2,85,00,000 Total price",8,3,3,1,BN6094,North East,2073,1.8K,0-4-0-0 Aana,16 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Water Well', 'Electricity Backup', 'Parking']"
583,"SOLD OUT: Brand New Bungalow. : House For Sale In Sanobharyang, Kathmandu","army medical college, Sanobharyang, Kathmandu","NPR. 4,00,00,000 Total price",0,0,2.5,1,BN6092,North,2076,2.8K,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking', 'Store Room']"
584,"New House On Sale In Imadol Height : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,92,00,000 Onwards",4,5,3,1,BN6078,East,2018,7.8K,0-3-0-1 Aana,20 Feet / Blacktopped,3 Aana,3 years ago,"['Balcony', 'Gym', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Well', 'Cafeteria']"
585,"4 Aana Home At Ekatabasti : House For Sale In Ekatabasti, Kathmandu","na, Ekatabasti, Kathmandu","NPR. 3,60,00,000",5,5,3,2,BN6077,East,2074,515,5.5 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']"
586,"4 Aana Home At Sitapaila : House For Sale In Sitapaila, Kathmandu","na, Sitapaila, Kathmandu","NPR. 2,05,00,000",4,4,N/A,1,BN6076,South,2074,873,4 Aana,15 Feet / Gravelled,N/A Aana,3 years ago,"['Garage', 'Drainage']"
587,"Sitapaila Home 180 : House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu","NPR. 1,80,00,000",4,4,3,1,BN6072,North,2075,1.8K,3.1 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,['Drainage']
588,"Surya Darshan Height Home : House For Sale In Tokha, Kathmandu","Surya Darshan Height, Tokha, Kathmandu","NPR. 2,30,00,000",6,5,3,1,BN6071,East,2075,1.7K,4 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Drainage', 'TV Cable', 'Water Supply']"
589,"Beautiful Bungalow Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 7,20,00,000",5,5,3,4,BN6070,East,2075,1.2K,13 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water']"
590,"Small Family Home Mandikatar : House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu","NPR. 1,99,00,000",6,4,3,1,BN6069,South East,2073,4K,3.1 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,['Garage']
591,"Samakhusi Flat Home : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu","NPR. 4,00,00,000",7,8,4,2,BN6068,East,2075,615,4 Aana,14 Feet / Paved,N/A Aana,3 years ago,['Garage']
592,"Sundarbasti New Home : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu","NPR. 2,15,00,000",5,5,3,1,BN6067,South,2076,761,3.5 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,['Garage']
593,"Dhubarahi 8 Ana Home : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu","NPR. 6,20,00,000 Onwards",7,7,3,3,BN6066,East,2074,788,8 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Balcony', 'Garage', 'Drainage']"
594,"Property At New Baneshwor : House For Sale In Baneshwor, Kathmandu","66/51, Janasahayog Marga, Baneshwor, Kathmandu","NPR. 3,45,00,000 Onwards",6,3,2,2,BN6065,North East,2000,2.3K,4 Aana,0 Feet,3 1/2 Aana,3 years ago,[]
595,"Dhapasi Bungalow : House For Sale In Basundhara, Kathmandu","Dhapasi, Basundhara, Kathmandu","NPR. 7,00,00,000",4,4,2,4,BN6064,West,2064,1.2K,16 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Garage', 'Garden', 'Solar Water', 'Drainage']"
596,"15 Ana Bungalow Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu","NPR. 6,50,00,000",5,5,3,4,BN6063,South,2069,1.1K,15 Aana,14 Feet / Blacktopped,5 Aana,3 years ago,"['Air Condition', 'Lawn', 'Garden']"
597,"Land With A House In Paknajol On Sale : House For Sale In Paknajol, Kathmandu","Fireflies Hostel, Paknajol, Kathmandu","NPR. 5,50,00,000 Onwards",0,0,N/A,0,BN6061,East,N/A,1.7K,6.2 Aana,10 Meter / Gravelled,N/A Aana,3 years ago,[]
598,"Bunglow At Chabahil : House For Sale In Chabahil, Kathmandu","Lampokhari Chowk, Chabahil, Kathmandu","NPR. 58,00,000 Per Aana",0,2,2,2,BN6060,North,2060,2.5K,10 Aana,18 Feet / Paved,4 Aana,3 years ago,"['Lawn', 'Garage', 'Garden', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Water Well', 'Water Tank']"
599,"SOLD OUT : House For Sale In Dharmasthali, Kathmandu","jharankhu, Dharmasthali, Kathmandu","NPR. 1,35,00,000 Total price",0,0,N/A,1,BN6048,South East,N/A,1.8K,0-2-2-0 Aana,12 Feet / Blacktopped,N/A Aana,3 years ago,[]
600,"SOLD OUT : House For Sale In Bafal, Kathmandu","sitapaila, Bafal, Kathmandu","NPR. 2,55,00,000 Total price",0,0,3.5,0,BN6047,North,2070,5.9K,0-4-2-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
601,"SOLD OUT : House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur","NPR. 2,80,00,000 Total price",0,0,N/A,0,BN6041,South,N/A,1.9K,0-5-3-0 Aana,20 Feet,N/A Aana,3 years ago,[]
602,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 2,20,00,000",10,0,3,0,BN6030,North,N/A,2.2K,5 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,[]
603,"SOLD OUT : House For Sale In Thankot, Kathmandu","dauradipo haiway, Thankot, Kathmandu","NPR. 1,15,00,000 Total price",0,0,N/A,0,BN6026,East,N/A,1K,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[]
604,"SOLD OUT : House For Sale In Balkhu, Kathmandu","Trishakti Petrol Pump, Balkhu, Kathmandu","NPR. 6,00,00,000 Total price",0,0,4,0,BN6025,South,N/A,1.3K,5.1 Aana,0 Feet,N/A Aana,3 years ago,[]
605,"House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu","NPR. 3,70,00,000 Onwards",7,6,4,1,BN6024,South,2016,1.6K,0-5-0-0 Aana,16 Feet / Blacktopped,3525 Sq. Feet,3 years ago,"['Washing Machine', 'Solar Water', 'Water Tank', 'Internet', 'Microwave', 'Parking', 'Water Well', 'Water Supply', 'Drainage', 'TV Cable']"
606,"SOLD OUT : House For Sale In Hetauda, Makwanpur","Rai Tol, Hetauda, Makwanpur","NPR. 1,60,00,000 Total price",0,0,N/A,0,BN6018,North,N/A,4K,8 Dhur,15 Feet,N/A Dhur,3 years ago,[]
607,"SOLD OUT : House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur","NPR. 2,70,00,000 Total price",16,3,3,0,BN6012,North,N/A,1.4K,6 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[]
608,"SOLD OUT : House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan","NPR. 5,00,00,000 Total price",0,0,N/A,0,BN6011,North,N/A,2.3K,2 Kattha,6 Meter / Blacktopped,N/A Kattha,3 years ago,[]
609,"House And Land Sale In Kirtipur, Kathmandu : House For Sale In Machhegaun, Kirtipur","Kirtipur, Bhatkyapati, Machhegaun, Kirtipur","NPR. 1,50,00,000 Onwards",0,2,3,0,BN6007,South,N/A,2K,5.5 aana Aana,12 Feet,2.5 Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Electricity Backup', 'Internet', 'Water Tank', 'Modular Kitchen']"
610,"SOLD OUT : House For Sale In Imadol, Lalitpur","Changathali, Imadol, Lalitpur","NPR. 65,00,000 Total price",2,1,2,0,BN6004,West,N/A,2.2K,3 Aana,5 Feet / Gravelled,N/A Aana,3 years ago,[]
611,"SOLD OUT: Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu","House, Ekatabasti, Kathmandu","NPR. 2,75,00,000 Onwards",7,0,3,2,BN6003,East,2019,3.7K,4.5 Aana,13 Feet / Blacktopped,3.5 Aana,3 years ago,['Air Condition']
612,"Sold Out : House At Golfutar : House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu","NPR. 1,80,00,000 Onwards",6,4,3,2,BN6002,East,2019,2.3K,3 Aana,13 Feet / Gravelled,2 Aana,3 years ago,['Air Condition']
613,"House For Sale In Naya Bazar, Kathmandu","Rayamajhi, Naya Bazar, Kathmandu","NPR. 3,20,00,000",8,4,N/A,1,BN6001,North,N/A,2.6K,0-3-1-0 Aana,0 Feet,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Solar Water', 'Drainage', 'Electricity Backup', 'Parking', 'Store Room', 'Water Tank']"
614,"Modern Bungalow House For Rent/ Sale : House For Sale In Kusunti, Lalitpur","kusunti, Kusunti, Lalitpur","NPR. 3,65,00,000",4,4,3,3,BN5999,North West,2020,97.7K,0-5-2-2 Aana,13 Feet / Blacktopped,2200 Aana,2 years ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well', 'Lift']"
615,"House For Sale In Greenhill City, Mulpani, Kathmandu","638, Greenhill city, Mulpani, Kathmandu","NPR. 3,50,00,000",4,4,4,1,BN5998,East,2019,1.8K,4 Aana,22 Feet / Blacktopped,3 Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']"
616,"SOLD OUT : House For Sale In Kapan, Kathmandu","akatabasti, Kapan, Kathmandu","NPR. 1,82,00,000 Total price",0,0,N/A,0,BN5997,East,N/A,2.3K,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[]
617,"Urgent House On Sale : House For Sale In Pepsicola, Kathmandu","Harharmahadev, Pepsicola, Kathmandu","NPR. 1,35,00,000",4,3,3,1,BN5995,South East,2019,14.4K,2.5 Aana,13 Feet / Gravelled,2.5 Aana,3 years ago,"['Water Tank', 'Water Well', 'Parking']"
618,"Land For Sale : House For Sale In Bharatpur, Chitwan","Bhojad, Bharatpur, Chitwan","NPR. 75,00,000 Total price",2,1,1,2,BN5986,East,2072,1.9K,6 Dhur,6 Meter / Blacktopped,N/A Dhur,3 years ago,"['Lawn', 'Garden', 'TV Cable', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
619,"House For Sale In Kapan, Kathmandu","Adhikari mod, Aakase dhara, Kapan, Kathmandu","NPR. 3,25,00,000 onwards",6,5,3,5,BN5982,East,2076,1.6K,0-7-0-0 Sq. Feet,12 Feet / Blacktopped,0-4-5-0 Sq. Feet,3 years ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
620,"House On Sale In Bhimsengola, Old Baneswor Saypatri Tole : House For Sale In Battisputali, Kathmandu","House No 21 Satapatri Tole, Battisputali, Kathmandu","NPR. 1,80,00,000",0,3,3,1,BN5976,East,N/A,2.4K,0-3-1-1 Aana,9 Feet / Paved,2.2 Aana,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Balcony']"
621,"SOLD OUT : House For Sale In Sano Gaun, Lalitpur","Sanogaun, Sano Gaun, Lalitpur","NPR. 1,45,00,000 Total price",0,0,N/A,0,BN5974,West,N/A,1.8K,3 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[]
622,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu","NPR. 4,95,00,000 Total price",0,0,N/A,0,BN5970,South,N/A,4.8K,9 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
623,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu","NPR. 4,50,00,000 Total price",0,0,N/A,0,BN5969,South,N/A,3.1K,8 Aana,15 Feet / Soil Stabilized,N/A Aana,3 years ago,[]
624,"Akarsak Thau Ko Ghar Bikri Ma!! : House For Sale In Imadol, Lalitpur","imadol 2, Lalitpur, Imadol, Lalitpur","NPR. 1,60,00,000 onwards",16,4,4,1,BN5963,East,2063,1.5K,4 Aana,10 Feet / Concrete,4 Sq. Feet,3 years ago,[]
625,"SOLD OUT : House For Sale In Imadol, Lalitpur","Sanogaun, Imadol, Lalitpur","NPR. 1,35,00,000 Total price",3,9,3,0,BN5961,North East,2076,2.2K,0-2-3-0 Aana,10 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']"
626,"SOLD OUT : House For Sale In Imadol, Lalitpur","Sana Gaun, Imadol, Lalitpur","NPR. 1,20,00,000 Total price",2,1,1,0,BN5960,North East,N/A,5.2K,0-3-0-1 Aana,12 Feet / Soil Stabilized,N/A Aana,3 years ago,[]
627,"SOLD OUT : Mandikatar House In Sell : House For Sale In Mandikatar, Kathmandu","House, Mandikatar, Kathmandu","NPR. 2,78,00,000 Onwards",6,3,3,2,BN5959,East,2019,4.6K,5 Aana,13 Feet / Gravelled,4 Aana,3 years ago,['Air Condition']
628,"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 6,50,00,000",5,5,3,3,BN5949,South East,2075,1.5K,15 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Garden']"
629,"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu","NPR. 5,60,00,000",6,6,3,3,BN5948,East,2074,2.4K,10 Aana,20 Feet / Soil Stabilized,3600 Sq. Feet,3 years ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']"
630,"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu","NPR. 4,45,00,000",6,5,3,3,BN5947,South East,2076,1.9K,8.1 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']"
631,"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu","NPR. 8,50,00,000",5,5,N/A,3,BN5946,East,N/A,992,17 Aana,13 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'TV Cable', 'Microwave', 'Air Condition']"
632,"SOLD OUT : House For Sale In Balaju, Kathmandu","Machha Pokhari, Balaju, Kathmandu","NPR. 3,80,00,000 Total price",0,0,N/A,0,BN5945,East,N/A,1.4K,0-8-0-0 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,[]
633,"SOLD OUT : House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu","NPR. 1,90,00,000 Total price",8,0,3,0,BN5941,South,N/A,4K,0-3-0-2 Aana,10 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']"
634,"SOLD OUT : House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu","NPR. 75,00,000 Total price",3,1,1,0,BN5938,North,N/A,2K,0-2-2-0 Aana,4 Feet / Soil Stabilized,N/A Aana,3 years ago,[]
635,"SOLD OUT : House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur","NPR. 2,25,00,000 Total price",7,2,3,0,BN5934,South,N/A,1.1K,0-3-3-2 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[]
636,"SOLD OUT : House For Sale In Mid Baneshwor, Kathmandu","Katyayani Temple, Mid Baneshwor, Kathmandu","NPR. 5,00,00,000 Total price",7,4,2,1,BN5932,South East,2076,2.2K,0-7-0-0 Aana,10 Feet / Concrete,1000 Aana,3 years ago,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']"
637,"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu","NPR. 2,50,00,000 Onwards",7,5,4,1,BN5930,North,N/A,2K,3 Aana,13 Feet,3 Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
638,"SOLD OUT : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu","NPR. 1,65,00,000 Total price",0,0,2,0,BN5929,South East,2076,1.6K,0-3-0-1 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
639,"SOLD OUT : House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur","NPR. 3,00,00,000",5,4,3,0,BN5926,East,N/A,2.3K,0-7-2-0 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,[]
640,"SOLD OUT : House For Sale In Basbari, Kathmandu","Neuro Hospital, Basbari, Kathmandu","NPR. 2,80,00,000 Total price",2,4,3,3,BN5922,South,N/A,1.2K,5 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[]
