Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"House For Sale In Guheshwori, Kathmandu","House for sale gaurighat, Guheshwori, Kathmandu","NPR. 2,15,00,000 N/A",8,4,2.0,1,West,2075.0,2.7K,0-2-2-3 Aana,13 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Parking', 'CCTV', 'Wifi']"
"House For Sale In Kalanki, Kathmandu","Khadka gaun, LRI marg kalanki-14 Kathmandu, Kalanki, Kathmandu","NPR. 2,90,00,000",10,4,4.0,1,East,2072.0,4.3K,5 Aana,14 Feet / Blacktopped,2761 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Well', 'Water Tank']"
"House For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi","NPR. 1,25,00,000",5,3,2.0,0,East,2068.0,551,7.5 Dhur,20 Feet / Gravelled,7 Dhur,2 years ago,"['Lawn', 'Drainage', 'Balcony', 'Water Supply', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet', 'Electricity Backup']"
"House For Sale In Imadol, Lalitpur","Imadol,Anasari chowk, Imadol, Lalitpur","NPR. 1,25,00,000",2,1,1.0,1,South,2074.0,1.6K,0-3-0 Aana,15 Feet / Gravelled,825 Aana,2 years ago,"['Water Supply', 'Water Tank', 'Water Well', 'Parking']"
"SOLD OUT : House For Sale In Imadol, Lalitpur","Imadol Swimming Pool, Imadol, Lalitpur","NPR. 1,95,00,000 Total price",6,3,2.5,1,South,2076.0,8.7K,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Parking', 'Store Room']"
"House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu","NPR. 19,00,00,000",0,0,,10,South East,,1.6K,34 Aana,15 Feet / Blacktopped,4500 Sq. Feet,2 years ago,"['Drainage', 'Jacuzzi', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Washing Machine', 'TV Cable', 'Water Tank', 'Water Well', 'Solar Water', 'Store Room']"
"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 4,50,00,000",6,6,3.0,2,East,2076.0,888,6 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Air Condition', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Water Tank', 'Store Room']"
"House For Sale In Surunga, Jhapa","Jhapa kankai -04, Surunga, Jhapa","NPR. 42,00,000",2,1,1.0,1,North,2075.0,1.7K,1 Kattha,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,[]
"House On Sale : House For Sale In Naya Bazar, Kathmandu","Nayabazar Kathmandu, Naya Bazar, Kathmandu","NPR. 3,10,00,000 Onwards",3,4,3.0,1,East,,2K,0-3-0-0 Aana,0 Feet,0-2-3-0 Aana,2 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Water Tank', 'Parking', 'Jacuzzi']"
"House For Sale At Nakhkhu, Bhaisepati : House For Sale In Bhaisepati, Lalitpur","Fulbari Marga, Nakhu, Bhaisepati, Lalitpur","NPR. 2,50,00,000",6,4,3.0,2,North,,2.8K,4 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Solar Water', 'Wifi', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet', 'Store Room']"
"House For Sale In Butwal, Butwal","Butwal nayagaun 12, Butwal, Butwal","NPR. 1,20,00,000 Onwards",3,2,1.0,1,East,2075.0,2.3K,8.25 Dhur,20 Feet / Blacktopped,8.25 Dhur,2 years ago,"['Parking', 'Water Supply', 'TV Cable', 'Water Tank']"
"SOLD OUT : House For Sale In Kageshwari-Manohara, Kathmandu","290, अमरापुरी मार्ग, कागेश्वरी मनोहरा, Kageshwari-Manohara, Kathmandu","NPR. 1,85,00,000 N/A",6,3,3.0,1,South West,2076.0,993,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Tank', 'Water Well', 'Internet']"
"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,75,00,000",0,0,,0,West,,1.6K,4 Aana,20 Feet / Blacktopped,2300 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Water Well']"
"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,85,00,000",6,6,3.0,2,East,2077.0,731,4.5 Aana,13 Feet / Gravelled,2400 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']"
"House For Sale In Kalanki, Kathmandu","Na, Kalanki, Kathmandu","NPR. 16,50,00,000",20,10,,10,East,,1K,12 Aana,120 Feet / Blacktopped,15000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Electricity Backup', 'Water Well', 'Water Tank', 'Solar Water', 'Store Room', 'Security Staff']"
"House For Sale In Lazimpat, Kathmandu","Na, Lazimpat, Kathmandu","NPR. 6,90,00,000",18,9,4.0,2,East,,968,5.5 Aana,14 Feet / Blacktopped,4200 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Well', 'Water Tank']"
"House For Sale In Bhatbhateni, Kathmandu","Na, Bhatbhateni, Kathmandu","NPR. 11,00,00,000",5,5,3.0,4,East,2067.0,1.4K,12 Aana,15 Feet / Gravelled,3500 Sq. Feet,2 years ago,"['Drainage', 'Garage', 'Balcony', 'Garden', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water', 'Store Room']"
"4.5 Aana Cozy Home At Changathali, Lalitpur : House For Sale In Tikathali, Lalitpur","Gopal Chowk, Changathali (Near tikathali), Tikathali, Lalitpur","NPR. 1,95,00,000 Onwards",5,4,2.0,1,South East,,2.7K,0-4-2-1 Sq. Feet,15 Feet,N/A Aana,2 years ago,"['Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
"Sale Of House : House For Sale In Gaurighat, Kathmandu","Gaurighat, Gaurighat, Kathmandu","NPR. 4,00,00,000 Onwards",0,4,3.0,1,South East,,1.7K,0-6-0-0 Aana,22 Feet,0-6-0-0 Aana,2 years ago,"['Parking', 'Water Supply', 'Water Well', 'Water Tank']"
"Beautiful Bungalow : House For Sale In Chundevi, Kathmandu","chundevi, Chundevi, Kathmandu","NPR. 15,00,00,000",4,4,,2,East,,1.6K,26 Aana,20 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Parking']"
"House For Sale In Gairidhara, Kathmandu","Na, Gairidhara, Kathmandu","NPR. 5,35,00,000",5,7,4.0,4,East,2076.0,1.5K,5 Aana,15 Feet / Paved,3600 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Water Well', 'Water Supply']"
"House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu","NPR. 75,00,000 N/A",0,0,,0,North,,1.5K,6 Aana,20 Feet / Blacktopped,N/A Sq. Feet,2 years ago,['Drainage']
"House For Sale In Chundevi, Kathmandu","Na, Chundevi, Kathmandu","NPR. 15,00,00,000",5,0,,0,East,,1.8K,26 Aana,15 Feet / Blacktopped,3400 Sq. Feet,2 years ago,"['Drainage', 'Jacuzzi', 'Balcony', 'Garden', 'Water Supply', 'Air Condition', 'Modular Kitchen', 'Washing Machine', 'Water Well', 'Water Tank', 'Store Room']"
"House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu","NPR. 12,00,00,000",0,0,,0,East,,1.3K,16 Aana,15 Feet / Blacktopped,3000 Aana,2 years ago,"['Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Store Room', 'Jacuzzi']"
"House For Sale In Khairahani, Chitwan","Sultana-salauli road, Khairahani, Chitwan","NPR. 1,40,00,000 Onwards",0,0,,0,West,,775,0-2-0 Kattha,22 Feet / Gravelled,1695 Sq. Feet,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Well', 'Electricity Backup', 'Internet']"
"House For Sale In Suryabinayak, Bhaktapur","Sundarbasti, Suryabinayak, Bhaktapur","NPR. 2,85,00,000 N/A",12,3,3.0,0,East,,930,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank']"
"House For Sale At Namgelchowk .100m From Thulobharamg Yatayat.!Water ,Dhal,Batti,Peaceful Environment..Bike And Car Parking Available : House For Sale In Thulo Bharyang, Kathmandu","Thiulobharang, Thulo Bharyang, Kathmandu","NPR. 2,55,00,000",3,3,8.0,1,East,2019.0,1K,0-3-2-0 Aana,12 Feet,0-3-2-0 Aana,2 years ago,[]
"House For Sale In Imadol, Lalitpur","Imadol, Setipakha, Imadol, Lalitpur","NPR. 1,60,00,000 N/A",0,0,,0,East,,1.5K,3 Aana,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Balcony', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet', 'Fencing']"
"HOUSE : House For Sale In Thali, Kathmandu","Banbatika, Thali, Kathmandu","NPR. 1,50,00,000 Total price",2,1,1.0,1,North East,,10.8K,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Drainage', 'Water Supply', 'Water Well', 'Parking']"
"House For Sale In Kamaladi, Kathmandu","Na, Kamaladi, Kathmandu","NPR. 12,50,00,000",0,0,3.0,0,East,2065.0,1.1K,5 Aana,25 Feet / Blacktopped,2500 Sq. Feet,2 years ago,"['Drainage', 'Water Supply']"
"A Luxury Bungalow For Sale At Nayagaun-15 Pokhara : House For Sale In Pokhara, Pokhara","Nayagaun, Pokhara, Pokhara","NPR. 8,00,00,000 Onwards",8,4,3.0,9,East,,3.5K,0-12-0-0 Aana,14 Feet / Blacktopped,0-9-0-0 Aana,2 years ago,"['Internet', 'Kids Playground', 'Solar Water', 'Wifi', 'Water Tank', 'Water Well', 'TV Cable', 'Modular Kitchen', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Parking', 'Garage', 'Drainage']"
"Bungalow : House For Sale In Chandol, Kathmandu","Nearby Kundalini Digonosis, Chandol, Kathmandu","NPR. 8,00,00,000 Total price",5,6,2.5,2,East,2072.0,16.6K,0-9-3-2 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Fencing', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 5,50,00,000",5,6,3.0,2,East,2077.0,3.4K,7.5 Aana,14 Feet / Gravelled,2800 Aana,2 years ago,"['Air Condition', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply']"
"House For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu","NPR. 25,00,00,000",0,0,,0,East,,1.4K,30 Aana,15 Feet / Paved,4000 Sq. Feet,2 years ago,"['Drainage', 'Air Condition', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Garage', 'Washing Machine', 'Water Well', 'Water Tank']"
"House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 2,10,00,000",4,5,3.0,1,East,2076.0,1.4K,3 Aana,13 Feet / Blacktopped,1900 Sq. Feet,2 years ago,"['Drainage', 'Water Supply', 'Modular Kitchen']"
"House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu","NPR. 12,50,00,000",5,5,2.0,6,East,2068.0,1K,30 Aana,15 Feet / Soil Stabilized,4000 Sq. Feet,2 years ago,"['Drainage', 'Air Condition', 'Balcony', 'Garage', 'Water Supply', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Water Well', 'Water Tank']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 3,75,00,000 Onwards",4,5,3.0,2,South,2077.0,1.5K,5 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Garage', 'Water Supply', 'Modular Kitchen', 'Water Tank', 'Water Well']"
"House For Sale At Sanepa Lalitpur : House For Sale In Sanepa, Lalitpur","Sanchal, Sanepa, Lalitpur","NPR. 3,25,00,000 Onwards",6,4,3.0,1,East,,1.5K,0-4-2-0 Aana,12 Feet,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Fencing', 'Water Supply', 'TV Cable', 'Water Well', 'Water Tank']"
"SOLD OUT: House For Sell At Nilopul, Sukedhara : House For Sale In Sukedhara, Kathmandu","Nilopul, Sukedhara, Sukedhara, Kathmandu","NPR. 2,60,00,000 Onwards",5,4,3.0,4,East,,1.3K,4 Aana 3 Paisa 1 Daam Aana,0 Feet,N/A Aana,2 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"SOLD OUT: House At Kapan : House For Sale In Kapan, Kathmandu","Panchakumari Marg, 10, Kapan, Kathmandu","NPR. 1,10,00,000 Onwards",0,0,3.0,0,West,,1.6K,2.5 Aana,12 Feet,67.30 Aana,2 years ago,[]
"SOLD OUT; Centrally Located Beautiful House On Sale : House For Sale In Bishal Nagar, Kathmandu","Sadikshaya Marg, Bishal Nagar, Kathmandu","NPR. 60,00,000 Per Aana",6,3,3.0,3,North West,,1.1K,0-8-0-0 Aana,12 Feet,N/A Aana,2 years ago,"['Balcony', 'Fencing', 'Drainage', 'Parking', 'Store Room']"
"House For Sale On 14 Anna Land At Dhapasi Kathmandu : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu","NPR. 5,50,00,000 Onwards",5,3,3.0,8,East,2018.0,958,0-14-1-0 Aana,14 Feet / Blacktopped,0-9-5-0 Aana,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'TV Cable', 'Modular Kitchen', 'Garden', 'Water Supply', 'Parking', 'Garage', 'Drainage', 'Lawn']"
"House : House For Sale In Tokha, Kathmandu","dhapasi ,ktm, Tokha, Kathmandu","NPR. 1,43,00,000 Onwards",0,0,2.0,0,West,,928,2.6 Aana,8 Feet,N/A Aana,2 years ago,[]
"HOUSE ON SELL : House For Sale In Basundhara, Kathmandu","shree tole, Basundhara, Kathmandu","NPR. 3,00,00,000 Onwards",6,3,3.0,1,South,,812,3 Aana,5 Feet,3 Aana,2 years ago,"['Air Condition', 'Water Supply', 'Parking', 'Drainage', 'Electricity Backup', 'Water Well', 'Water Tank', 'Balcony']"
"House For Sale In Godawari, Lalitpur","Gpdawary, Godawari, Lalitpur","NPR. 7,50,00,000",4,0,,10,East,,1.5K,2-8-0-0 Aana,15 Feet / Gravelled,3000 Sq. Feet,2 years ago,"['Parking', 'Garden', 'Wifi', 'Water Well']"
"House For Sale In Ekantakuna, Lalitpur","Nakhkhu, Ekantakuna, Lalitpur","NPR. 4,50,00,000",3,3,2.0,4,West,2056.0,1.3K,0-12-0-0 Aana,15 Feet / Gravelled,2000 Sq. Feet,2 years ago,"['Parking', 'CCTV', 'Garden', 'Wifi']"
"Semi-Commercial House For Sale In Lazimpat Kathmandu : House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu","NPR. 6,00,00,000 Onwards",11,3,2.0,8,East,2017.0,797,0-8-0-0 Aana,20 Feet / Blacktopped,5000 Sq. Feet,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'TV Cable', 'Modular Kitchen', 'Water Supply', 'Garden', 'Parking', 'Garage', 'Drainage']"
"House For Sale In Baneshwor, Kathmandu","Thapagau, Baneshwor, Kathmandu","NPR. 2,70,00,000",9,4,3.0,1,South,,1.7K,0-4-0-0 Aana,10 Feet / Blacktopped,N/A Aana,2 years ago,['Parking']
"House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu","NPR. 2,35,00,000",5,5,3.0,1,South West,2060.0,1.1K,4.5 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']"
"House For Sale In Godawari, Lalitpur","Sital Height, Imadol, Godawari, Lalitpur","NPR. 1,65,00,000",5,4,,1,East,2077.0,1.4K,0-3-0-0 Aana,13 Feet / Gravelled,2200 Aana,2 years ago,"['Wifi', 'Parking']"
"House For Sale On 8 Aana Land New Baneshwor : House For Sale In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu","NPR. 8,00,00,000 Onwards",13,4,4.0,4,East,2010.0,1.3K,0-8-0-0 Aana,14 Feet / Blacktopped,0-6-5-0 Aana,2 years ago,"['Internet', 'Solar Water', 'Water Well', 'Water Tank', 'TV Cable', 'Modular Kitchen', 'Water Supply', 'Parking', 'Garage', 'Drainage', 'Wifi', 'Lawn']"
"SOLD OUT : House For Sale In Imadol, Lalitpur","nearby Buddha party palace, Imadol, Lalitpur","NPR. 1,13,00,000",2,1,1.5,1,West,2077.0,6.4K,0-2-3-0 Aana,13 Feet / Gravelled,700 Aana,2 years ago,"['Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Parking']"
"House For Sale In Dhading, Dhading","Naubise, Dhading, Dhading","NPR. 30,00,000",3,1,1.0,0,East,2075.0,752,3-4 Aana,0 Feet / Soil Stabilized,N/A Sq. Feet,2 years ago,"['Lawn', 'TV Cable', 'Internet', 'Electricity Backup', 'Wifi', 'Water Supply', 'Garden', 'Water Well', 'Parking']"
"A Pleasant Home For Sale In Rose Villa, Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","Budhanilakntha, Budhanilkantha, Kathmandu","NPR. 5,80,00,000 Onwards",9,4,3.0,4,East,2018.0,1.8K,0-7 -5-0 Aana,20 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Maintenance', 'Kids Playground', 'Internet', 'Solar Water', 'Water Well', 'Water Tank', 'TV Cable', 'Electricity Backup', 'Modular Kitchen', 'Water Supply', 'Garden', 'CCTV', 'Parking', 'Fencing', 'Balcony', 'Garage', 'Drainage', 'Lawn', 'Wifi', 'Deck']"
"3BHK Modern House On Sale : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,35,00,000",3,2,2.0,1,West,2015.0,1.5K,0-2-0-3 Aana,18 Feet / Blacktopped,N/A Aana,2 years ago,"['Balcony', 'Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"Commercial Building For Sale At Samakhushi : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu","NPR. 9,00,00,000 Onwards",31,4,5.0,4,East,2018.0,1.3K,0-6-0-0 Aana,20 Feet / Blacktopped,8000 Sq. Feet,2 years ago,"['Internet', 'Water Tank', 'Electricity Backup', 'TV Cable', 'Wifi', 'Water Supply', 'Parking', 'Garage', 'Drainage']"
"Beautiful House Is On Sale. Kirtipur Bhatkepakti Ktm : House For Sale In Machhegaun, Kirtipur","Bhatkepati, Machhegaun, Kirtipur","NPR. 2,75,00,000 Onwards",6,4,,1,East,,1.7K,00-07-2 Aana,13 Feet,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'Garden', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']"
"Commercial Building For Sale At New Buspark : House For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu","NPR. 9,00,00,000 Onwards",31,4,5.0,4,East,2017.0,1.2K,0-5-0-0 Aana,20 Feet / Blacktopped,11000 Sq. Feet,2 years ago,"['Internet', 'Water Tank', 'Wifi', 'TV Cable', 'CCTV', 'Garage', 'Drainage', 'Parking', 'Lawn']"
"House For Sale In Gongabu, Kathmandu","Na, Gongabu, Kathmandu","NPR. 3,90,00,000",18,7,6.0,1,East,2075.0,825,4.1.2.0 Aana,20 Feet / Blacktopped,4200 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Tank']"
"House For Sale In Maitidevi, Kathmandu","Na, Maitidevi, Kathmandu","NPR. 4,25,00,000",12,0,4.0,1,East,,1.2K,3.5 Aana,13 Feet / Gravelled,2800 Sq. Feet,2 years ago,"['Drainage', 'Water Supply']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 40,00,00,000",7,7,,10,South East,,2.7K,4-9-0-0 Ropani,15 Feet / Blacktopped,5000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Air Condition', 'Garden', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Washing Machine', 'TV Cable', 'Water Well', 'Water Tank', 'Electricity Backup', 'Solar Water', 'Store Room']"
"House For Sale In Maitidevi, Kathmandu","Na, Maitidevi, Kathmandu","NPR. 2,75,00,000",6,6,3.0,1,East,2076.0,1K,3 Aana,13 Feet / Gravelled,2300 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 2,85,00,000",5,0,,1,East,2077.0,1K,4 Aana,14 Feet / Gravelled,2300 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Tank', 'Solar Water']"
"House For Sale In Gairidhara, Kathmandu","Na, Gairidhara, Kathmandu","NPR. 5,00,00,000",4,5,3.0,3,East,2060.0,1.9K,8 ana Aana,13 Feet / Blacktopped,2600 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Tank']"
"House For Sale In Narephate, Kathmandu","Narephat 35, Koteshwor, Narephate, Kathmandu","NPR. 1,90,00,000",0,0,,0,East,,4.1K,0-3-2-1 Aana,0 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Well', 'Parking', 'Store Room']"
"Budhanilkantha Brand New Bungalow : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu","NPR. 18,00,00,000",7,7,3.0,10,East,2077.0,2.5K,30 Aana,15 Feet / Soil Stabilized,12-14 Aana,2 years ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']"
"House For Sale In Basantapur, Kathmandu","Naradevi kathmandu, Basantapur, Kathmandu","NPR. 1,60,00,000 N/A",7,2,,0,East,,2.4K,2.5 Aana,0 Feet / Gravelled,N/A Sq. Feet,2 years ago,"['Water Supply', 'TV Cable', 'Water Tank', 'Internet', 'Washing Machine', 'Wifi', 'Parking']"
"Commercial Building For Sale At Kalanki Kathmandu : House For Sale In Kalanki, Kathmandu","kalanki, Kalanki, Kathmandu","NPR. 16,00,00,000 Onwards",20,5,5.0,10,East,2015.0,1K,0-12-1-0 Aana,20 Feet / Blacktopped,15000 Sq. Feet,2 years ago,"['Internet', 'Water Tank', 'Wifi', 'TV Cable', 'CCTV', 'Water Supply', 'Garage', 'Parking', 'Drainage']"
"Commercial Building For Sale At Kamaladi : House For Sale In Kamaladi, Kathmandu","Kamaladi, Kamaladi, Kathmandu","NPR. 22,00,00,000 Onwards",16,4,4.0,12,East,2016.0,2.2K,0-10-1-1 Aana,20 Feet / Blacktopped,10906 Sq. Feet,2 years ago,"['Maintenance', 'Internet', 'Electricity Backup', 'Water Tank', 'Wifi', 'TV Cable', 'Water Supply', 'Deck']"
"House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu","NPR. 3,30,00,000",5,5,,0,West,,1.2K,4.5 Aana,14 Feet / Blacktopped,2200 Sq. Feet,2 years ago,"['Drainage', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Tank', 'Store Room']"
"House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu","NPR. 2,80,00,000",3,4,3.0,2,East,2075.0,4.9K,4.2 Aana,20 Feet / Gravelled,2000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Water Supply', 'Modular Kitchen', 'Water Tank', 'Water Well']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 7,20,00,000",0,0,,4,South East,,927,12 Aana,15 Feet / Blacktopped,3200 Sq. Feet,2 years ago,"['Drainage', 'Air Condition', 'Balcony', 'Garden', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Washing Machine', 'Garage', 'Water Well', 'Water Tank', 'Solar Water', 'Store Room', 'Security Staff', 'Kids Playground']"
"House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu","NPR. 3,34,00,000",5,5,3.0,2,South West,2076.0,903,5 Aana,13 Feet / Gravelled,2300 Sq. Feet,2 years ago,"['Drainage', 'Water Supply', 'Garden', 'Balcony', 'Modular Kitchen', 'Washing Machine', 'Water Tank']"
"Commercial Complex For Sale In Samakhushi : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu","NPR. 14,00,00,000 Onwards",12,4,4.0,4,East,2016.0,1.1K,0-16-0-0 Aana,20 Feet / Blacktopped,0-11-5-0 Aana,2 years ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking']"
