Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"Land Sale In Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",2600000,0,0,,0,North,,307,2-0-0-0 Ropani,14 Feet,N/A Aana,1 month ago,[]
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : Flat For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",17000000,5,3,3.0,1,West,,248,0-3-0-0 Aana,14 Feet,0-2-2-1 Aana,1 month ago,"['Parking', 'Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Solar Water', 'Internet', 'Store Room']"
"Flat For Rent In Pokhara : Flat For Rent In Raam Bazar, Pokhara","Syani Patan, Sunaulo Marg, Pokhara-15, Raam Bazar, Pokhara",15000,2,1,,1,East,,439,8.5 Aana,13 Feet / Paved,5 Aana,1 month ago,['Parking']
"Land Sale In Raniban : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",2850000,0,0,,0,South East,,303,0-5-1-0 Aana,12 Feet,N/A Aana,1 month ago,[]
"Land Sale In Thulobharyang : Land For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",4000000,0,0,,0,South East,,245,3-0-0-0 Ropani,20 Feet,N/A Aana,1 month ago,[]
"10 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",250000,0,0,,0,East,,169,10 Dhur,20 Feet / Gravelled,N/A Aana,1 month ago,[]
"Commercial Land : Land For Sale In Hattisar, Kathmandu","Opposite of Siddartha Bank, Hattisar, Kathmandu",15000000,0,0,,1,East,,1.2K,0-13-2-2 Aana,20 Feet / Blacktopped,N/A Aana,1 month ago,[]
"13 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",235000,0,0,,0,East,,143,13 Dhur,16 Feet / Gravelled,N/A Aana,1 month ago,[]
"HOUSE ON RENT AT SITAPAILA/RAMKOT AROUND CIVIL HOME HOUSING : House For Rent In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",40000,4,3,3.0,1,South East,2020.0,439,1500 Sq. Feet,22 Feet / Gravelled,N/A Aana,2 months ago,"['Parking', 'Garage', 'Fencing', 'Balcony', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
"Land For Sale In Chabahil, Kathmandu","chuchchepati, Chabahil, Kathmandu",5500000,0,0,,0,South East,,73,1-2-0-0 Aana,36 Feet,N/A Aana,2 months ago,[]
"Bungalow On Rent At Basbari : House For Rent In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",200000,6,4,,2,East,,151,10 Aana,0 Feet,N/A Aana,2 months ago,[]
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",1150000,0,0,,0,East,,565,0-7-1-0 Aana,11 Feet / Gravelled,N/A Aana,2 months ago,[]
"Flats And Room On Rent : Flat For Rent In Baghbazaar, Kathmandu","Siddhartha marga, Baghbazaar, Kathmandu",30000,6,2,3.0,2,East,2014.0,192,1-1-1 Ropani,14 Feet / Blacktopped,1-1-0 Ropani,2 months ago,[]
"Office Space For Rent At Soaltee Mood : Office Space For Rent In Soltimode, Kathmandu","Soaltee mode, Soltimode, Kathmandu",40000,3,2,,1,East,,78,10 Aana,0 Feet,N/A Aana,2 months ago,[]
"Villa On Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",200000,5,4,,4,East,,323,25 Aana,0 Feet,N/A Aana,2 months ago,['Parking']
"Lands Suitable For All Purposes : Land For Sale In Thaha Nagarpalika, Makwanpur","Thaha muncipility, Thaha Nagarpalika, Makwanpur",300000,0,0,,0,North West,,191,9 Ropani,14 Feet / Gravelled,95/16/11/7 Ropani,2 months ago,[]
"Land For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",4200000,0,0,,0,East,,103,0-13-0-0 Aana,11 Meter / Blacktopped,N/A Aana,2 months ago,[]
"Business For Sale In Patan, Lalitpur","Patan, Patan, Lalitpur",3500000,0,0,,0,East,,124,1500 Sq. Feet,0 Feet,N/A Aana,2 months ago,[]
"Apartment For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",11900000,2,1,,0,North,,469,683 Sq. Feet,30 Feet,N/A Aana,2 months ago,"['Air Condition', 'TV Cable', 'Swimming Pool']"
"House For Sale In Pasikot, Kathmandu","pasikot, Pasikot, Kathmandu",28500000,6,6,,1,South East,,103,0-5-2-0 Aana,20 Feet,N/A Aana,2 months ago,[]
"House Sale In TIkathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",21500000,0,0,,1,South West,,100,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,2 months ago,['Parking']
"Flat For Rent In Dhumbarahi, Kathmandu","Dhumbarahi,Pragati tol, Dhumbarahi, Kathmandu",20000,2,1,,0,West,,529,3.5 Aana,0 Feet,N/A Aana,2 months ago,[]
"Land For Sale At Kapan Paiyatar : Land For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kapan, Kathmandu",3000000,0,0,,0,East,,135,4 Aana,13 Feet / Soil Stabilized,N/A Aana,2 months ago,[]
"Commercial House On Sale At Bafal : House For Sale In Bafal, Kathmandu","soltee dobato, Bafal, Kathmandu",32500000,11,0,,1,East,,453,4.5 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,[]
"4 Aana 1 Paisa Land : Land For Sale In Sallaghari, Bhaktapur","Katunje, Sallaghari, Bhaktapur",3000000,0,0,,0,West,,1.5K,0-4-1-0 Aana,13 Feet / Blacktopped,N/A Aana,2 months ago,"['Drainage', 'Water Supply']"
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","nearby Panityanki, Tikathali, Lalitpur",11000000,2,1,1.5,2,West,2076.0,1.6K,0-2-3-0 Aana,13 Feet / Gravelled,646 Sq. Feet,2 months ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']"
"लुभु लामाटार बुढाथोकी टोलमा ५ आना सस्तो जग्गा तु. बिक्रिमा : Land For Sale In Lubhu, Lalitpur","Lubhu Lamatar, Lubhu, Lalitpur",900000,0,0,,0,East,,1.1K,5 Aana,10 Feet,N/A Aana,2 months ago,[]
"Highly Commercial Land For Sale At Maitidevi Main Road : Land For Sale In Maitidevi, Kathmandu","Maitidevi Main Road, Maitidevi, Kathmandu",15000000,0,0,,0,East,,251,0-8-0-0 Aana,45 Feet / Blacktopped,N/A Aana,2 months ago,[]
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Nearby Buddha party palace, Imadol, Lalitpur",13000000,4,2,1.5,1,North East,2076.0,786,0-3-0-0 Aana,13 Feet / Gravelled,750 Aana,2 months ago,"['Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"Attractive Land For Sale At Shankharapur , Kathmandu : Land For Sale In Gokarneshwor, Kathmandu","Shankharapur, Gokarneshwor, Kathmandu",1300000,0,0,,0,North,,516,14 Aana,20 Feet / Blacktopped,14 Aana,2 months ago,[]
"Land For Sale In Machhegaun, Kirtipur","Chandragiri nagarpalika -9, Machhegaun, Kirtipur",1800000,0,0,,0,East,,503,0-4-3-0 Aana,12 Feet / Blacktopped,N/A Sq. Feet,2 months ago,[]
"House On Rent At Pulchowk : House For Rent In Pulchowk, Lalitpur","pulchowk, Pulchowk, Lalitpur",300000,8,5,,7,East,,192,12 Aana,0 Feet,N/A Aana,2 months ago,"['Parking', 'Balcony']"
"Commercial LAnd : Land For Sale In Balkhu, Kathmandu","kalanki, Balkhu, Kathmandu",10500000,0,0,,0,East,,198,0-7-1-0 Aana,0 Feet,N/A Aana,2 months ago,[]
"Naksal Apartment : Apartment For Sale In Hattisar, Kathmandu","Na, Hattisar, Kathmandu",50000000,3,3,3.0,2,South,2070.0,1.6K,5 Ropani,20 Feet / Blacktopped,1500 Sq. Feet,2 months ago,['Parking']
"Banglow For Sale : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",31500000,4,4,3.0,1,South,2012.0,290,4.3 Aana,12 Feet / Paved,N/A Aana,2 months ago,"['Garage', 'Garden', 'Balcony', 'Solar Water', 'Water Supply', 'Store Room', 'Electricity Backup']"
"House For Sale : House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",18000000,3,3,3.0,1,South East,,704,0-3-0-3 Aana,18 Feet,N/A Aana,2 months ago,"['Parking', 'TV Cable', 'Water Tank', 'Deck', 'Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply']"
"Land For Sale In Bhandara, Chitwan","Rapti Nagar, Bhandara, Chitwan",50000000,0,0,0.0,0,East,,305,3 Bigha,20 Feet / Soil Stabilized,N/A Sq. Feet,2 months ago,[]
"House For Sale At Lampokhari, Chabahil Main Road : House For Sale In Chabahil, Kathmandu","Lampokhari, Chabahil Main Road., Chabahil, Kathmandu",30000000,0,3,3.0,1,East,,115,0-2-0-0 Aana,25 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Water Tank', 'Backyard']"
"House For Rent In Prime Location (Near Satdobato, In Front Of Ring Road) : House For Rent In Mahalaxmisthan, Lalitpur","Talchhikhel, Satdobato, Mahalaxmisthan, Lalitpur",100000,3,3,3.0,3,East,2001.0,223,11 Aana,20 Feet / Blacktopped,5000 Sq. Feet,2 months ago,"['Parking', 'Balcony', 'Deck', 'Garage', 'Lawn', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply']"
"4 Anna Land For Sale At Chabahil Beside Medicare Hospital. : Land For Sale In Chabahil, Kathmandu","Chabahil Beside Medicare Hospital, Chabahil, Kathmandu",15500000,0,0,,0,East,,185,0-4-0-0 Aana,18 Feet / Blacktopped,N/A Aana,2 months ago,[]
"9.2 Anna Land For Sale At Baluwatar, 1 Kitta Inside From Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Beside Goma Petrol Pump, 1 Kitta Inside from Main Road., Baluwatar, Kathmandu",7500000,0,0,,0,East,,137,0-9-2-0 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,[]
"House For Sale At Ganeshthan, Chabahil Beside Raprapa Party Office : House For Sale In Chabahil, Kathmandu","Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu",60000000,0,0,2.0,3,East,,135,0-9-2-0 Aana,15 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Deck', 'Water Supply', 'Electricity Backup', 'Intercom', 'Solar Water', 'Lawn', 'Fencing', 'Garage', 'Frontyard', 'Internet', 'Kids Playground', 'Water Tank', 'Garden', 'Backyard', 'Wifi']"
"Plotted Land : Land For Sale In Matatirtha, Kathmandu","Nearby Bauthali Chwok., Matatirtha, Kathmandu",1200000,0,0,,0,North East,,2.6K,0-4-3-0 Aana,20 Feet / Concrete,N/A Aana,2 months ago,[]
"0-5-0-0 Aana Commercial Land : Land For Sale In Kadaghari, Kathmandu","Nearby Suncity Apartment, Kadaghari, Kathmandu",2700000,0,0,,0,North East,,1.4K,0-5-0-0 Aana,12 Feet / Blacktopped,3600 Sq. Feet,2 months ago,"['Drainage', 'Water Supply']"
"0-9-0-0 Aana Land : Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",3600000,0,0,,0,East,,1.2K,0-9-0-0 Aana,16 Feet / Blacktopped,N/A Aana,2 months ago,"['Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Internet']"
"13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track. : Land For Sale In Chabahil, Kathmandu","13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track., Chabahil, Kathmandu",9500000,0,0,,0,East,,123,0-13-0-0 Aana,40 Feet / Blacktopped,N/A Aana,2 months ago,[]
"House For Sale At Putalisadak Behind Star Mall, Just 100 Meters From Main Road. : House For Sale In Putalisadak, Kathmandu","Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu",75000000,0,0,5.0,0,East,,215,0-9-0-0 Aana,12 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Intercom', 'Internet', 'Water Well', 'Frontyard', 'Garage', 'TV Cable', 'Garden', 'Water Tank', 'Kids Playground', 'CCTV', 'Backyard']"
"13 Anna Land At For Sale At Chabahil, Dhobikhola Corridor : Land For Sale In Chabahil, Kathmandu","Chabahil, Dhobikhola Corridor, Chabahil, Kathmandu",3500000,0,0,,0,East,,201,0-13-0-0 Aana,25 Feet / Blacktopped,N/A Aana,2 months ago,[]
"40 Anna Commercial Land For Sale At Nardevi Basantapur, New Road : Land For Sale In Basantapur, Kathmandu","West Of Nardevi Temple At Nardevi, Basantapur, New Road., Basantapur, Kathmandu",7500000,0,0,,0,East,,192,0-40-0-0 Aana,15 Feet / Blacktopped,N/A Aana,2 months ago,[]
"House At Chabahil Beside Pashupati Campus, 100 Meter From Ring Road : House For Sale In Chabahil, Kathmandu","Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu",75000000,0,0,3.0,0,East,,150,0-10-0-0 Aana,16 Feet / Gravelled,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Lawn', 'Fencing', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Wifi', 'Backyard']"
"8 Anna Land For Sale At Sifal, Chabahil : Land For Sale In Chabahil, Kathmandu","Sifal, Chabahil, Chabahil, Kathmandu",4500000,0,0,,0,East,,94,0-8-0-0 Aana,16 Feet / Blacktopped,N/A Aana,2 months ago,[]
"9 Anna Perfect Residential Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",3700000,0,0,,0,East,,131,0-9-0-0 Aana,16 Feet / Gravelled,N/A Aana,2 months ago,[]
"6 Anna House For Sale At Ratopul : House For Sale In Ratopul, Kathmandu","Ratopul, Ratopul, Kathmandu",39500000,0,0,4.0,3,East,,228,0-6-0-0 Aana,18 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Drainage', 'Electricity Backup', 'Water Supply', 'Lawn', 'Fencing', 'Solar Water', 'Internet', 'Intercom', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Wifi', 'Backyard']"
"Restaurant For Rent : Business For Rent In Mahendrapul, Pokhara","74, Mahendrapul, Pokhara",70000,0,2,,0,East,,173,1600 Sq. Feet,0 Feet,N/A Aana,2 months ago,[]
"Flat Rent At Balaju (Godaun Storage / Office Use) : Flat For Rent In Balaju, Kathmandu","Main road, Balaju, Kathmandu",18000,1,1,1.0,4,East,,444,375 Sq. Feet,20 Feet,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Water Tank', 'Store Room']"
"10 Anna Land For Sale At Basbari Behind Shambhala Hotel : Land For Sale In Basbari, Kathmandu","Basbari Behind Shambhala Hotel, Basbari, Kathmandu",5000000,0,0,,0,East,,105,0-10-0-0 Aana,16 Feet / Gravelled,N/A Aana,2 months ago,[]
"Spacious Office Area For Rent At A Very Reasonable Price... : Office Space For Rent In Mahendrapul, Pokhara","74, Mahendrapul, Pokhara",40000,0,0,3.0,0,East,,292,800 Sq. Feet,0 Feet,N/A Aana,2 months ago,[]
"Full Furnished House For Rent At Jawakhel : House For Rent In Jawalakhel, Lalitpur","jawalakhel, Jawalakhel, Lalitpur",78000,4,4,,1,East,,176,5 Aana,0 Feet,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Modular Kitchen', 'Water Supply', 'TV Cable', 'Water Well', 'Internet', 'Garden']"
"14 Kattha : Land For Sale In Parsa, Chitwan","Sundi- Khaireni Nagarpalika, Parsa, Chitwan",1600000,0,0,,0,South East,,1.7K,14 Kattha,30 Feet / Blacktopped,N/A Kattha,2 months ago,"['Drainage', 'Water Supply']"
"Fully Furnished Brand New House For Sale At Housing, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Road Show Housing, Budhanilkantha., Budhanilkantha, Kathmandu",36500000,5,4,2.0,2,East,2020.0,350,0-5-5-0 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Kids Playground', 'Water Tank', 'Backyard', 'Gym', 'Wifi', 'CCTV', 'Lift']"
"Bungalow For Sale At Golfutar Height, 80 Meter From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Height, 80 Meter From Highway, Golfutar, Kathmandu",102500000,5,0,2.0,0,East,,266,1-3-0-0 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Microwave', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Water Supply', 'Modular Kitchen', 'Deck', 'Jacuzzi', 'Lawn', 'Fencing', 'Swimming Pool', 'Solar Water', 'Intercom', 'Internet', 'Water Well', 'TV Cable', 'Frontyard', 'Garage', 'Air Condition', 'Garden', 'Washing Machine', 'Water Tank', 'Kids Playground', 'Lift', 'CCTV', 'Wifi', 'Gym', 'Backyard']"
"30 Dhur For Sale - Pokharia - Biratnagar : Land For Sale In Pokharia, Biratnagar","Pratap Marg, Pokharia, Biratnagar",899999,0,0,,0,East,,129,30 Dhur,0 Feet / Blacktopped,N/A Dhur,2 months ago,[]
"Brand New House For Sale At Sano Bharyang : House For Sale In Sanobharyang, Kathmandu","Sano Bharyang, Sanobharyang, Kathmandu",22500000,5,3,3.0,1,East,2020.0,238,0-3-1-0 Aana,14 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']"
"Brand New House For Sale At Sano Bharyang Near Ring Road : House For Sale In Sano Bharyang, Kathmandu","Sano Bharyang Near Ring Road, Sano Bharyang, Kathmandu",23500000,5,3,3.0,2,East,2020.0,175,0-3-0-0 Aana,15 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Budhanilkantha, Kathmandu",22500000,4,3,3.0,1,East,2076.0,271,0-3-0-3 Aana,15 Feet / Gravelled,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']"
"5 Bhk House New House At Rudreshwor Budhanilkanta 200 Mtr From Highway : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Budhanilkanta 200 Mtr From Highway, Budhanilkantha, Kathmandu",32500000,5,4,3.0,1,East,2020.0,204,0-4-0-0 Aana,15 Feet / Gravelled,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"12 Anna 5 Bhk Bungalow For Sale At Chapali, Budhanilkantha : House For Sale In Chapali, Kathmandu","Chapali, Budhanilkantha, Chapali, Kathmandu",42500000,5,0,3.0,4,East,,210,0-12-0-0 Aana,15 Feet / Blacktopped,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Air Condition', 'Frontyard', 'Garage', 'Backyard', 'Garden', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Electricity Backup', 'Water Supply', 'Solar Water', 'Drainage', 'Cafeteria', 'Intercom', 'Internet', 'Kids Playground']"
"House On Sale At Mahadevsthan , Thankot : House For Sale In Thankot, Kathmandu","madevsthan, Thankot, Kathmandu",11000000,10,3,2.0,0,East,2072.0,538,4 Aana,3 Feet,N/A Aana,2 months ago,"['Electricity Backup', 'Solar Water']"
"5 Anna Semi Bungalow For Sale At Sukedhara Inside Ring Road : House For Sale In Sukedhara, Kathmandu","Sukedhara Near Chauki, Sukedhara, Kathmandu",42500000,5,3,2.0,1,East,,147,0-5-0-0 Aana,12 Feet / Paved,N/A Aana,2 months ago,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Fencing', 'Frontyard', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']"
"Plotting Land For Sale At Tokha In 20 Feet Pitched Road. : Land For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",2200000,0,0,,0,East,,194,0-5-0-0 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,[]
"5 Anna Land For Sale At Chapali Ghumti : Land For Sale In Chapali, Kathmandu","Chapali, Chapali, Kathmandu",2400000,0,0,,0,East,,107,0-5-0-0 Aana,16 Feet / Blacktopped,N/A Aana,2 months ago,[]
"Pasikot Ghumti Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",2400000,0,0,,0,South East,,422,5 Aana,12 Feet / Gravelled,N/A Aana,2 months ago,[]
"Land On Sale In Chabahil, Kathmandu : Land For Sale In Anamnagar, Kathmandu","chabahil, maijubahal, maijumilan tole, Anamnagar, Kathmandu",6000000,0,0,0.0,0,East,,351,0-3-0 Sq. Feet,13 Feet / Gravelled,N/A Sq. Feet,2 months ago,[]
"Hepali Height 13 Ana : Land For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",2700000,0,0,,0,West,,368,13 Aana,13 Feet / Blacktopped,N/A Aana,2 months ago,[]
"Tokha Plotting Land : Land For Sale In Tokha, Kathmandu","NA, Tokha, Kathmandu",2300000,0,0,,0,East,,415,6 Aana,20 Feet / Blacktopped,N/A Aana,2 months ago,[]
"Land For Sale In Birgunj, Parsa","Shreepur-11 Birgunj Nepal, Birgunj, Parsa",550000,0,0,,0,South,,164,4.5 Dhur,6 Feet,N/A Aana,2 months ago,[]
"11 Ana House For Sale At Bagdol : House For Sale In Baghdol, Lalitpur","Enar Chowk, Baghdol, Lalitpur",39000000,2,1,1.0,2,East,,362,11 Aana,0 Feet,N/A Aana,2 months ago,"['Fencing', 'Frontyard', 'Backyard', 'Garden', 'Drainage', 'Water Well', 'Parking', 'Water Tank', 'Lawn']"
"House For Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",100000,5,4,,2,East,,289,11 Aana,0 Feet,N/A Aana,2 months ago,"['Modular Kitchen', 'Parking', 'Water Supply', 'Garden', 'Water Tank']"
"House On Rent At Vinayak Colony : House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",75000,3,3,,1,East,,644,5.5 Aana,0 Feet,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Modular Kitchen', 'Security Staff']"
"2 Storey House On Sale At Gathaghar : House For Sale In Gatthaghar, Bhaktapur","kausaltar, Gatthaghar, Bhaktapur",12500000,0,0,2.0,0,East,,1.9K,3 Aana,16 Feet,N/A Aana,2 months ago,['Parking']
"Flat For Rent In Koteshwor, Kathmandu","koteshwor, Koteshwor, Kathmandu",60000,0,4,3.0,1,East,2015.0,276,900 Sq. Feet,30 Meter / Blacktopped,1200 Aana,2 months ago,"['Parking', 'TV Cable']"
"Land On Sale : Land For Sale In Changunarayan, Bhaktapur","Duwakot, Changunarayan, Bhaktapur",3500000,0,0,,0,East,,393,0-12-2-0 Aana,500 Meter,0-12-2-0 Aana,2 months ago,[]
"Land On Sale : Land For Sale In Suryabinayak, Bhaktapur","Siphadol, Suryabinayak, Bhaktapur",600000,0,0,,0,East,,747,16-4-0-0 Aana,300 Feet,16-4-0-0 Aana,2 months ago,[]
"Land On Sale : Land For Sale In Godawari, Lalitpur","Champi, Dukuchhap, Godawari, Lalitpur",420000,0,0,,0,East,,305,52-10-3-2 Aana,500 Feet,52-10-3-2 Aana,2 months ago,[]
"House And Land On Sale : Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",2000000,0,0,,0,East,,191,3-10-1-0 Ropani,500 Meter,3-10-1-0 Ropani,2 months ago,[]
"Furnished Flat Rent In Baghdol : Flat For Rent In Baghdol, Lalitpur","House rent in Bagdol, Baghdol, Lalitpur",50000,2,1,,1,South West,,220,1-6-0-0 Aana,10 Feet,N/A Aana,2 months ago,"['Parking', 'Air Condition', 'Garage', 'Garden', 'Solar Water', 'Water Supply', 'Drainage']"
"House Rent In Lazimpat : House For Rent In Lazimpat, Kathmandu","gairidhara, Lazimpat, Kathmandu",175000,0,0,2.0,6,South,,267,1-0-0-0 Ropani,14 Feet,N/A Aana,2 months ago,"['Parking', 'Garage', 'Balcony', 'Garden', 'Water Supply']"
"House For Rent In Mhepi, Kathmandu","Mhepi, Mhepi, Kathmandu",160000,6,5,3.0,8,South,,167,1-0-0-0 Ropani,20 Feet,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Drainage', 'Water Supply', 'Water Tank']"
"4 Aana Land : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Mandir, Budhanilkantha, Kathmandu",2500000,0,0,,0,West,,1.4K,0-4-0-0 Aana,12 Feet / Gravelled,N/A Aana,2 months ago,"['Drainage', 'Water Supply']"
"Land On Sale : Land For Sale In Teku, Kathmandu","Mayalbari, Teku, Kathmandu",6000000,0,0,,0,East,,118,2-1-2-0 Aana,300 Meter,2-1-2-0 Aana,2 months ago,[]
